Series_reference,Period,Data_value,Suppressed,STATUS
BDCQ.SED2RFT,2011.09,,Y,C
BDCQ.SED2RFT,2011.12,,Y,C
BDCQ.SED2RFT,2012.03,,Y,C
BDCQ.SED2RFT,2012.06,,Y,C
BDCQ.SED2RFT,2012.09,,Y,C
BDCQ.SED2RFT,2012.12,,Y,C
BDCQ.SED2RFT,2013.03,,Y,C
BDCQ.SED2RFT,2013.06,,Y,C
BDCQ.SED2RFT,2013.09,,Y,C
BDCQ.SED2RFT,2013.12,,Y,C
BDCQ.SED2RFT,2014.03,,Y,C
BDCQ.SED2RFT,2014.06,,Y,C
BDCQ.SED2RFT,2014.09,,Y,C
BDCQ.SED2RFT,2014.12,,Y,C
BDCQ.SED2RFT,2015.03,,Y,C
BDCQ.SED2RFT,2015.06,,Y,C
BDCQ.SED2RFT,2015.09,,Y,C
BDCQ.SED2RFT,2015.12,,Y,C
BDCQ.SED2RFT,2016.03,,Y,C
BDCQ.SED2RFT,2016.06,,Y,C
BDCQ.SED2RFT,2016.09,,Y,C
BDCQ.SED2RFT,2016.12,,Y,C
BDCQ.SED2RFT,2017.03,,Y,C
BDCQ.SED2RFT,2017.06,,Y,C
BDCQ.SED2RFT,2017.09,,Y,C
BDCQ.SED2RFT,2017.12,,Y,C
BDCQ.SED2RFT,2018.03,,Y,C
BDCQ.SED2RFT,2018.06,,Y,C
BDCQ.SED2RFT,2018.09,,Y,C
BDCQ.SED2RFT,2018.12,,Y,C
BDCQ.SED2RFT,2019.03,,Y,C
BDCQ.SED2RFT,2019.06,,Y,C
BDCQ.SED2RFT,2019.09,,Y,C
BDCQ.SED2RFT,2019.12,,Y,C
BDCQ.SED2RFT,2020.03,,Y,C
BDCQ.SED2RFT,2020.06,,Y,C
BDCQ.SED2RFT,2020.09,,Y,C
BDCQ.SED2RFT,2020.12,,Y,C
BDCQ.SED2RGA,2011.06,518.421326,,F
BDCQ.SED2RGA,2011.09,511.907121,,F
BDCQ.SED2RGA,2011.12,540.640152,,F
BDCQ.SED2RGA,2012.03,540.986548,,F
BDCQ.SED2RGA,2012.06,553.932941,,F
BDCQ.SED2RGA,2012.09,548.132889,,F
BDCQ.SED2RGA,2012.12,575.266563,,F
BDCQ.SED2RGA,2013.03,561.789303,,F
BDCQ.SED2RGA,2013.06,575.210085,,F
BDCQ.SED2RGA,2013.09,572.651138,,F
BDCQ.SED2RGA,2013.12,626.690958,,F
BDCQ.SED2RGA,2014.03,595.87672,,F
BDCQ.SED2RGA,2014.06,611.455308,,F
BDCQ.SED2RGA,2014.09,608.270195,,F
BDCQ.SED2RGA,2014.12,633.651374,,F
BDCQ.SED2RGA,2015.03,605.124679,,F
BDCQ.SED2RGA,2015.06,619.653699,,F
BDCQ.SED2RGA,2015.09,620.878883,,F
BDCQ.SED2RGA,2015.12,627.485253,,F
BDCQ.SED2RGA,2016.03,639.055278,,F
BDCQ.SED2RGA,2016.06,618.045429,,F
BDCQ.SED2RGA,2016.09,611.522253,,F
BDCQ.SED2RGA,2016.12,635.043785,,F
BDCQ.SED2RGA,2017.03,634.931077,,F
BDCQ.SED2RGA,2017.06,649.9027,,F
BDCQ.SED2RGA,2017.09,647.080117,,F
BDCQ.SED2RGA,2017.12,675.564955,,F
BDCQ.SED2RGA,2018.03,682.157531,,F
BDCQ.SED2RGA,2018.06,688.426921,,F
BDCQ.SED2RGA,2018.09,676.170707,,F
BDCQ.SED2RGA,2018.12,726.724,,F
BDCQ.SED2RGA,2019.03,676.945133,,F
BDCQ.SED2RGA,2019.06,707.812045,,F
BDCQ.SED2RGA,2019.09,708.555443,,F
BDCQ.SED2RGA,2019.12,766.900064,,F
BDCQ.SED2RGA,2020.03,709.985094,,F
BDCQ.SED2RGA,2020.06,712.442144,,F
BDCQ.SED2RGA,2020.09,749.620345,,R
BDCQ.SED2RGA,2020.12,769.636048,,R
BDCQ.SED2RGA,2021.03,760.436912,,R
BDCQ.SED2RGA,2021.06,801.051844,,R
BDCQ.SED2RGA,2021.09,788.665304,,R
BDCQ.SED2RGA,2021.12,849.311689,,R
BDCQ.SED2RGA,2022.03,829.49782,,R
BDCQ.SED2RGA,2022.06,872.160802,,R
BDCQ.SED2RGA,2022.09,860.080605,,R
BDCQ.SED2RGA,2022.12,906.185902,,R
BDCQ.SED2RGA,2023.03,893.167456,,F
BDCQ.SED2RGA,2023.06,936.919969,,F
BDCQ.SED2RGS,2011.06,,Y,R
BDCQ.SED2RGS,2011.09,,Y,R
BDCQ.SED2RGS,2011.12,,Y,R
BDCQ.SED2RGS,2012.03,,Y,R
BDCQ.SED2RGS,2012.06,,Y,R
BDCQ.SED2RGS,2012.09,,Y,R
BDCQ.SED2RGS,2012.12,,Y,R
BDCQ.SED2RGS,2013.03,,Y,R
BDCQ.SED2RGS,2013.06,,Y,R
BDCQ.SED2RGS,2013.09,,Y,R
BDCQ.SED2RGS,2013.12,,Y,R
BDCQ.SED2RGS,2014.03,,Y,R
BDCQ.SED2RGS,2014.06,,Y,R
BDCQ.SED2RGS,2014.09,,Y,R
BDCQ.SED2RGS,2014.12,,Y,R
BDCQ.SED2RGS,2015.03,,Y,R
BDCQ.SED2RGS,2015.06,,Y,R
BDCQ.SED2RGS,2015.09,,Y,R
BDCQ.SED2RGS,2015.12,,Y,R
BDCQ.SED2RGS,2016.03,,Y,R
BDCQ.SED2RGS,2016.06,,Y,R
BDCQ.SED2RGS,2016.09,,Y,R
BDCQ.SED2RGS,2016.12,,Y,R
BDCQ.SED2RGS,2017.03,,Y,R
BDCQ.SED2RGS,2017.06,,Y,R
BDCQ.SED2RGS,2017.09,,Y,R
BDCQ.SED2RGS,2017.12,,Y,R
BDCQ.SED2RGS,2018.03,,Y,R
BDCQ.SED2RGS,2018.06,,Y,R
BDCQ.SED2RGS,2018.09,,Y,R
BDCQ.SED2RGS,2018.12,,Y,R
BDCQ.SED2RGS,2019.03,,Y,R
BDCQ.SED2RGS,2019.06,,Y,R
BDCQ.SED2RGS,2019.09,,Y,R
BDCQ.SED2RGS,2019.12,,Y,R
BDCQ.SED2RGS,2020.03,,Y,R
BDCQ.SED2RGS,2020.06,,Y,F
BDCQ.SED2RGS,2020.09,,Y,F
BDCQ.SED2RGS,2020.12,,Y,F
BDCQ.SED2RGT,2011.06,,Y,C
BDCQ.SED2RGT,2011.09,,Y,C
BDCQ.SED2RGT,2011.12,,Y,C
BDCQ.SED2RGT,2012.03,,Y,C
BDCQ.SED2RGT,2012.06,,Y,C
BDCQ.SED2RGT,2012.09,,Y,C
BDCQ.SED2RGT,2012.12,,Y,C
BDCQ.SED2RGT,2013.03,,Y,C
BDCQ.SED2RGT,2013.06,,Y,C
BDCQ.SED2RGT,2013.09,,Y,C
BDCQ.SED2RGT,2013.12,,Y,C
BDCQ.SED2RGT,2014.03,,Y,C
BDCQ.SED2RGT,2014.06,,Y,C
BDCQ.SED2RGT,2014.09,,Y,C
BDCQ.SED2RGT,2014.12,,Y,C
BDCQ.SED2RGT,2015.03,,Y,C
BDCQ.SED2RGT,2015.06,,Y,C
BDCQ.SED2RGT,2015.09,,Y,C
BDCQ.SED2RGT,2015.12,,Y,C
BDCQ.SED2RGT,2016.03,,Y,C
BDCQ.SED2RGT,2016.06,,Y,C
BDCQ.SED2RGT,2016.09,,Y,C
BDCQ.SED2RGT,2016.12,,Y,C
BDCQ.SED2RGT,2017.03,,Y,C
BDCQ.SED2RGT,2017.06,,Y,C
BDCQ.SED2RGT,2017.09,,Y,C
BDCQ.SED2RGT,2017.12,,Y,C
BDCQ.SED2RGT,2018.03,,Y,C
BDCQ.SED2RGT,2018.06,,Y,C
BDCQ.SED2RGT,2018.09,,Y,C
BDCQ.SED2RGT,2018.12,,Y,C
BDCQ.SED2RGT,2019.03,,Y,C
BDCQ.SED2RGT,2019.06,,Y,C
BDCQ.SED2RGT,2019.09,,Y,C
BDCQ.SED2RGT,2019.12,,Y,C
BDCQ.SED2RGT,2020.03,,Y,C
BDCQ.SED2RGT,2020.06,,Y,C
BDCQ.SED2RGT,2020.09,,Y,C
BDCQ.SED2RGT,2020.12,,Y,C
BDCQ.SED2RHA,2011.06,963.458569,,F
BDCQ.SED2RHA,2011.09,949.044065,,F
BDCQ.SED2RHA,2011.12,1008.861868,,F
BDCQ.SED2RHA,2012.03,965.260097,,F
BDCQ.SED2RHA,2012.06,991.778528,,F
BDCQ.SED2RHA,2012.09,973.15435,,F
BDCQ.SED2RHA,2012.12,1055.994716,,F
BDCQ.SED2RHA,2013.03,983.625669,,F
BDCQ.SED2RHA,2013.06,1015.854222,,F
BDCQ.SED2RHA,2013.09,998.01476,,F
BDCQ.SED2RHA,2013.12,1088.810888,,F
BDCQ.SED2RHA,2014.03,1001.839414,,F
BDCQ.SED2RHA,2014.06,1053.429288,,F
BDCQ.SED2RHA,2014.09,1049.367167,,F
BDCQ.SED2RHA,2014.12,1137.799473,,F
BDCQ.SED2RHA,2015.03,1048.455516,,F
BDCQ.SED2RHA,2015.06,1097.922732,,F
BDCQ.SED2RHA,2015.09,1111.488241,,F
BDCQ.SED2RHA,2015.12,1153.316825,,F
BDCQ.SED2RHA,2016.03,1133.561029,,F
BDCQ.SED2RHA,2016.06,1128.919967,,F
BDCQ.SED2RHA,2016.09,1131.879691,,F
BDCQ.SED2RHA,2016.12,1185.707291,,F
BDCQ.SED2RHA,2017.03,1163.717517,,F
BDCQ.SED2RHA,2017.06,1185.25236,,F
BDCQ.SED2RHA,2017.09,1199.183128,,F
BDCQ.SED2RHA,2017.12,1267.337307,,F
BDCQ.SED2RHA,2018.03,1225.918275,,F
BDCQ.SED2RHA,2018.06,1256.900881,,F
BDCQ.SED2RHA,2018.09,1277.860339,,F
BDCQ.SED2RHA,2018.12,1359.193152,,F
BDCQ.SED2RHA,2019.03,1280.770136,,F
BDCQ.SED2RHA,2019.06,1325.751873,,F
BDCQ.SED2RHA,2019.09,1346.370252,,F
BDCQ.SED2RHA,2019.12,1453.7944,,F
BDCQ.SED2RHA,2020.03,1363.093225,,F
BDCQ.SED2RHA,2020.06,1362.40626,,F
BDCQ.SED2RHA,2020.09,1463.702142,,R
BDCQ.SED2RHA,2020.12,1493.255832,,R
BDCQ.SED2RHA,2021.03,1466.992873,,R
BDCQ.SED2RHA,2021.06,1520.263432,,R
BDCQ.SED2RHA,2021.09,1539.891587,,R
BDCQ.SED2RHA,2021.12,1646.364605,,R
BDCQ.SED2RHA,2022.03,1602.049798,,R
BDCQ.SED2RHA,2022.06,1655.479094,,R
BDCQ.SED2RHA,2022.09,1663.894079,,R
BDCQ.SED2RHA,2022.12,1750.177527,,R
BDCQ.SED2RHA,2023.03,1731.383645,,F
BDCQ.SED2RHA,2023.06,1804.201055,,F
BDCQ.SED2RHS,2011.06,,Y,R
BDCQ.SED2RHS,2011.09,,Y,R
BDCQ.SED2RHS,2011.12,,Y,R
BDCQ.SED2RHS,2012.03,,Y,R
BDCQ.SED2RHS,2012.06,,Y,R
BDCQ.SED2RHS,2012.09,,Y,R
BDCQ.SED2RHS,2012.12,,Y,R
BDCQ.SED2RHS,2013.03,,Y,R
BDCQ.SED2RHS,2013.06,,Y,R
BDCQ.SED2RHS,2013.09,,Y,R
BDCQ.SED2RHS,2013.12,,Y,R
BDCQ.SED2RHS,2014.03,,Y,R
BDCQ.SED2RHS,2014.06,,Y,R
BDCQ.SED2RHS,2014.09,,Y,R
BDCQ.SED2RHS,2014.12,,Y,R
BDCQ.SED2RHS,2015.03,,Y,R
BDCQ.SED2RHS,2015.06,,Y,R
BDCQ.SED2RHS,2015.09,,Y,R
BDCQ.SED2RHS,2015.12,,Y,R
BDCQ.SED2RHS,2016.03,,Y,R
BDCQ.SED2RHS,2016.06,,Y,R
BDCQ.SED2RHS,2016.09,,Y,R
BDCQ.SED2RHS,2016.12,,Y,R
BDCQ.SED2RHS,2017.03,,Y,R
BDCQ.SED2RHS,2017.06,,Y,R
BDCQ.SED2RHS,2017.09,,Y,R
BDCQ.SED2RHS,2017.12,,Y,R
BDCQ.SED2RHS,2018.03,,Y,R
BDCQ.SED2RHS,2018.06,,Y,R
BDCQ.SED2RHS,2018.09,,Y,R
BDCQ.SED2RHS,2018.12,,Y,R
BDCQ.SED2RHS,2019.03,,Y,R
BDCQ.SED2RHS,2019.06,,Y,R
BDCQ.SED2RHS,2019.09,,Y,R
BDCQ.SED2RHS,2019.12,,Y,R
BDCQ.SED2RHS,2020.03,,Y,R
BDCQ.SED2RHS,2020.06,,Y,F
BDCQ.SED2RHS,2020.09,,Y,F
BDCQ.SED2RHS,2020.12,,Y,F
BDCQ.SED2RHT,2011.06,,Y,C
BDCQ.SED2RHT,2011.09,,Y,C
BDCQ.SED2RHT,2011.12,,Y,C
BDCQ.SED2RHT,2012.03,,Y,C
BDCQ.SED2RHT,2012.06,,Y,C
BDCQ.SED2RHT,2012.09,,Y,C
BDCQ.SED2RHT,2012.12,,Y,C
BDCQ.SED2RHT,2013.03,,Y,C
BDCQ.SED2RHT,2013.06,,Y,C
BDCQ.SED2RHT,2013.09,,Y,C
BDCQ.SED2RHT,2013.12,,Y,C
BDCQ.SED2RHT,2014.03,,Y,C
BDCQ.SED2RHT,2014.06,,Y,C
BDCQ.SED2RHT,2014.09,,Y,C
BDCQ.SED2RHT,2014.12,,Y,C
BDCQ.SED2RHT,2015.03,,Y,C
BDCQ.SED2RHT,2015.06,,Y,C
BDCQ.SED2RHT,2015.09,,Y,C
BDCQ.SED2RHT,2015.12,,Y,C
BDCQ.SED2RHT,2016.03,,Y,C
BDCQ.SED2RHT,2016.06,,Y,C
BDCQ.SED2RHT,2016.09,,Y,C
BDCQ.SED2RHT,2016.12,,Y,C
BDCQ.SED2RHT,2017.03,,Y,C
BDCQ.SED2RHT,2017.06,,Y,C
BDCQ.SED2RHT,2017.09,,Y,C
BDCQ.SED2RHT,2017.12,,Y,C
BDCQ.SED2RHT,2018.03,,Y,C
BDCQ.SED2RHT,2018.06,,Y,C
BDCQ.SED2RHT,2018.09,,Y,C
BDCQ.SED2RHT,2018.12,,Y,C
BDCQ.SED2RHT,2019.03,,Y,C
BDCQ.SED2RHT,2019.06,,Y,C
BDCQ.SED2RHT,2019.09,,Y,C
BDCQ.SED2RHT,2019.12,,Y,C
BDCQ.SED2RHT,2020.03,,Y,C
BDCQ.SED2RHT,2020.06,,Y,C
BDCQ.SED2RHT,2020.09,,Y,C
BDCQ.SED2RHT,2020.12,,Y,C
BDCQ.SED2RIA,2011.06,2779.72612,,F
BDCQ.SED2RIA,2011.09,2893.598858,,F
BDCQ.SED2RIA,2011.12,2971.742228,,F
BDCQ.SED2RIA,2012.03,2828.504871,,F
BDCQ.SED2RIA,2012.06,2874.957212,,F
BDCQ.SED2RIA,2012.09,2965.868781,,F
BDCQ.SED2RIA,2012.12,3070.95651,,F
BDCQ.SED2RIA,2013.03,2884.661711,,F
BDCQ.SED2RIA,2013.06,2954.870162,,F
BDCQ.SED2RIA,2013.09,3039.30794,,F
BDCQ.SED2RIA,2013.12,3179.379294,,F
BDCQ.SED2RIA,2014.03,2956.126427,,F
BDCQ.SED2RIA,2014.06,3062.484434,,F
BDCQ.SED2RIA,2014.09,3197.670214,,F
BDCQ.SED2RIA,2014.12,3331.38704,,F
BDCQ.SED2RIA,2015.03,3013.920688,,F
BDCQ.SED2RIA,2015.06,3185.703343,,F
BDCQ.SED2RIA,2015.09,3283.037321,,F
BDCQ.SED2RIA,2015.12,3412.832849,,F
BDCQ.SED2RIA,2016.03,3244.303235,,F
BDCQ.SED2RIA,2016.06,3348.287418,,F
BDCQ.SED2RIA,2016.09,3346.097965,,F
BDCQ.SED2RIA,2016.12,3543.04524,,F
BDCQ.SED2RIA,2017.03,3350.616185,,F
BDCQ.SED2RIA,2017.06,3521.58225,,F
BDCQ.SED2RIA,2017.09,3515.007608,,F
BDCQ.SED2RIA,2017.12,3765.016737,,F
BDCQ.SED2RIA,2018.03,3550.61186,,F
BDCQ.SED2RIA,2018.06,3717.89806,,F
BDCQ.SED2RIA,2018.09,3732.26019,,F
BDCQ.SED2RIA,2018.12,4019.851266,,F
BDCQ.SED2RIA,2019.03,3726.811647,,F
BDCQ.SED2RIA,2019.06,4006.230331,,F
BDCQ.SED2RIA,2019.09,4030.301667,,F
BDCQ.SED2RIA,2019.12,4420.130004,,F
BDCQ.SED2RIA,2020.03,4037.711181,,F
BDCQ.SED2RIA,2020.06,4081.906449,,F
BDCQ.SED2RIA,2020.09,4394.475023,,R
BDCQ.SED2RIA,2020.12,4380.667044,,R
BDCQ.SED2RIA,2021.03,4475.190747,,R
BDCQ.SED2RIA,2021.06,4478.455231,,R
BDCQ.SED2RIA,2021.09,4656.37977,,R
BDCQ.SED2RIA,2021.12,4849.021932,,R
BDCQ.SED2RIA,2022.03,4741.246155,,R
BDCQ.SED2RIA,2022.06,4869.541491,,R
BDCQ.SED2RIA,2022.09,5032.360585,,R
BDCQ.SED2RIA,2022.12,5177.362379,,R
BDCQ.SED2RIA,2023.03,5113.9568,,F
BDCQ.SED2RIA,2023.06,5262.402637,,F
BDCQ.SED2RIS,2011.06,,Y,R
BDCQ.SED2RIS,2011.09,,Y,R
BDCQ.SED2RIS,2011.12,,Y,R
BDCQ.SED2RIS,2012.03,,Y,R
BDCQ.SED2RIS,2012.06,,Y,R
BDCQ.SED2RIS,2012.09,,Y,R
BDCQ.SED2RIS,2012.12,,Y,R
BDCQ.SED2RIS,2013.03,,Y,R
BDCQ.SED2RIS,2013.06,,Y,R
BDCQ.SED2RIS,2013.09,,Y,R
BDCQ.SED2RIS,2013.12,,Y,R
BDCQ.SED2RIS,2014.03,,Y,R
BDCQ.SED2RIS,2014.06,,Y,R
BDCQ.SED2RIS,2014.09,,Y,R
BDCQ.SED2RIS,2014.12,,Y,R
BDCQ.SED2RIS,2015.03,,Y,R
BDCQ.SED2RIS,2015.06,,Y,R
BDCQ.SED2RIS,2015.09,,Y,R
BDCQ.SED2RIS,2015.12,,Y,R
BDCQ.SED2RIS,2016.03,,Y,R
BDCQ.SED2RIS,2016.06,,Y,R
BDCQ.SED2RIS,2016.09,,Y,R
BDCQ.SED2RIS,2016.12,,Y,R
BDCQ.SED2RIS,2017.03,,Y,R
BDCQ.SED2RIS,2017.06,,Y,R
BDCQ.SED2RIS,2017.09,,Y,R
BDCQ.SED2RIS,2017.12,,Y,R
BDCQ.SED2RIS,2018.03,,Y,R
BDCQ.SED2RIS,2018.06,,Y,R
BDCQ.SED2RIS,2018.09,,Y,R
BDCQ.SED2RIS,2018.12,,Y,R
BDCQ.SED2RIS,2019.03,,Y,R
BDCQ.SED2RIS,2019.06,,Y,R
BDCQ.SED2RIS,2019.09,,Y,R
BDCQ.SED2RIS,2019.12,,Y,R
BDCQ.SED2RIS,2020.03,,Y,R
BDCQ.SED2RIS,2020.06,,Y,F
BDCQ.SED2RIS,2020.09,,Y,F
BDCQ.SED2RIS,2020.12,,Y,F
BDCQ.SED2RIT,2011.06,,Y,C
BDCQ.SED2RIT,2011.09,,Y,C
BDCQ.SED2RIT,2011.12,,Y,C
BDCQ.SED2RIT,2012.03,,Y,C
BDCQ.SED2RIT,2012.06,,Y,C
BDCQ.SED2RIT,2012.09,,Y,C
BDCQ.SED2RIT,2012.12,,Y,C
BDCQ.SED2RIT,2013.03,,Y,C
BDCQ.SED2RIT,2013.06,,Y,C
BDCQ.SED2RIT,2013.09,,Y,C
BDCQ.SED2RIT,2013.12,,Y,C
BDCQ.SED2RIT,2014.03,,Y,C
BDCQ.SED2RIT,2014.06,,Y,C
BDCQ.SED2RIT,2014.09,,Y,C
BDCQ.SED2RIT,2014.12,,Y,C
BDCQ.SED2RIT,2015.03,,Y,C
BDCQ.SED2RIT,2015.06,,Y,C
BDCQ.SED2RIT,2015.09,,Y,C
BDCQ.SED2RIT,2015.12,,Y,C
BDCQ.SED2RIT,2016.03,,Y,C
BDCQ.SED2RIT,2016.06,,Y,C
BDCQ.SED2RIT,2016.09,,Y,C
BDCQ.SED2RIT,2016.12,,Y,C
BDCQ.SED2RIT,2017.03,,Y,C
BDCQ.SED2RIT,2017.06,,Y,C
BDCQ.SED2RIT,2017.09,,Y,C
BDCQ.SED2RIT,2017.12,,Y,C
BDCQ.SED2RIT,2018.03,,Y,C
BDCQ.SED2RIT,2018.06,,Y,C
BDCQ.SED2RIT,2018.09,,Y,C
BDCQ.SED2RIT,2018.12,,Y,C
BDCQ.SED2RIT,2019.03,,Y,C
BDCQ.SED2RIT,2019.06,,Y,C
BDCQ.SED2RIT,2019.09,,Y,C
BDCQ.SED2RIT,2019.12,,Y,C
BDCQ.SED2RIT,2020.03,,Y,C
BDCQ.SED2RIT,2020.06,,Y,C
BDCQ.SED2RIT,2020.09,,Y,C
BDCQ.SED2RIT,2020.12,,Y,C
BDCQ.SED2RJA,2011.06,120.957226,,F
BDCQ.SED2RJA,2011.09,113.837239,,F
BDCQ.SED2RJA,2011.12,121.410371,,F
BDCQ.SED2RJA,2012.03,122.869852,,F
BDCQ.SED2RJA,2012.06,129.944048,,F
BDCQ.SED2RJA,2012.09,122.096137,,F
BDCQ.SED2RJA,2012.12,130.106213,,F
BDCQ.SED2RJA,2013.03,125.627985,,F
BDCQ.SED2RJA,2013.06,134.612217,,F
BDCQ.SED2RJA,2013.09,130.628484,,F
BDCQ.SED2RJA,2013.12,146.672579,,F
BDCQ.SED2RJA,2014.03,144.772675,,F
BDCQ.SED2RJA,2014.06,154.95107,,F
BDCQ.SED2RJA,2014.09,151.818378,,F
BDCQ.SED2RJA,2014.12,165.148887,,F
BDCQ.SED2RJA,2015.03,163.58956,,F
BDCQ.SED2RJA,2015.06,174.480735,,F
BDCQ.SED2RJA,2015.09,173.982206,,F
BDCQ.SED2RJA,2015.12,184.089776,,F
BDCQ.SED2RJA,2016.03,187.419457,,F
BDCQ.SED2RJA,2016.06,193.725816,,F
BDCQ.SED2RJA,2016.09,190.53244,,F
BDCQ.SED2RJA,2016.12,205.498166,,F
BDCQ.SED2RJA,2017.03,209.175778,,F
BDCQ.SED2RJA,2017.06,221.407754,,F
BDCQ.SED2RJA,2017.09,216.158396,,F
BDCQ.SED2RJA,2017.12,235.904489,,F
BDCQ.SED2RJA,2018.03,230.55032,,F
BDCQ.SED2RJA,2018.06,262.2879,,F
BDCQ.SED2RJA,2018.09,265.180985,,F
BDCQ.SED2RJA,2018.12,282.83248,,F
BDCQ.SED2RJA,2019.03,270.414399,,F
BDCQ.SED2RJA,2019.06,290.862622,,F
BDCQ.SED2RJA,2019.09,281.069076,,F
BDCQ.SED2RJA,2019.12,306.381055,,F
BDCQ.SED2RJA,2020.03,285.002177,,F
BDCQ.SED2RJA,2020.06,295.357443,,F
BDCQ.SED2RJA,2020.09,308.798113,,R
BDCQ.SED2RJA,2020.12,311.557153,,R
BDCQ.SED2RJA,2021.03,313.764808,,R
BDCQ.SED2RJA,2021.06,323.615357,,R
BDCQ.SED2RJA,2021.09,326.253239,,R
BDCQ.SED2RJA,2021.12,345.463284,,R
BDCQ.SED2RJA,2022.03,346.522302,,R
BDCQ.SED2RJA,2022.06,361.676791,,R
BDCQ.SED2RJA,2022.09,358.862854,,R
BDCQ.SED2RJA,2022.12,372.033174,,R
BDCQ.SED2RJA,2023.03,381.871214,,F
BDCQ.SED2RJA,2023.06,394.016783,,F
BDCQ.SED2RJS,2011.06,,Y,R
BDCQ.SED2RJS,2011.09,,Y,R
BDCQ.SED2RJS,2011.12,,Y,R
BDCQ.SED2RJS,2012.03,,Y,R
BDCQ.SED2RJS,2012.06,,Y,R
BDCQ.SED2RJS,2012.09,,Y,R
BDCQ.SED2RJS,2012.12,,Y,R
BDCQ.SED2RJS,2013.03,,Y,R
BDCQ.SED2RJS,2013.06,,Y,R
BDCQ.SED2RJS,2013.09,,Y,R
BDCQ.SED2RJS,2013.12,,Y,R
BDCQ.SED2RJS,2014.03,,Y,R
BDCQ.SED2RJS,2014.06,,Y,R
BDCQ.SED2RJS,2014.09,,Y,R
BDCQ.SED2RJS,2014.12,,Y,R
BDCQ.SED2RJS,2015.03,,Y,R
BDCQ.SED2RJS,2015.06,,Y,R
BDCQ.SED2RJS,2015.09,,Y,R
BDCQ.SED2RJS,2015.12,,Y,R
BDCQ.SED2RJS,2016.03,,Y,R
BDCQ.SED2RJS,2016.06,,Y,R
BDCQ.SED2RJS,2016.09,,Y,R
BDCQ.SED2RJS,2016.12,,Y,R
BDCQ.SED2RJS,2017.03,,Y,R
BDCQ.SED2RJS,2017.06,,Y,R
BDCQ.SED2RJS,2017.09,,Y,R
BDCQ.SED2RJS,2017.12,,Y,R
BDCQ.SED2RJS,2018.03,,Y,R
BDCQ.SED2RJS,2018.06,,Y,R
BDCQ.SED2RJS,2018.09,,Y,R
BDCQ.SED2RJS,2018.12,,Y,R
BDCQ.SED2RJS,2019.03,,Y,R
BDCQ.SED2RJS,2019.06,,Y,R
BDCQ.SED2RJS,2019.09,,Y,R
BDCQ.SED2RJS,2019.12,,Y,R
BDCQ.SED2RJS,2020.03,,Y,R
BDCQ.SED2RJS,2020.06,,Y,F
BDCQ.SED2RJS,2020.09,,Y,F
BDCQ.SED2RJS,2020.12,,Y,F
BDCQ.SED2RJT,2011.06,,Y,C
BDCQ.SED2RJT,2011.09,,Y,C
BDCQ.SED2RJT,2011.12,,Y,C
BDCQ.SED2RJT,2012.03,,Y,C
BDCQ.SED2RJT,2012.06,,Y,C
BDCQ.SED2RJT,2012.09,,Y,C
BDCQ.SED2RJT,2012.12,,Y,C
BDCQ.SED2RJT,2013.03,,Y,C
BDCQ.SED2RJT,2013.06,,Y,C
BDCQ.SED2RJT,2013.09,,Y,C
BDCQ.SED2RJT,2013.12,,Y,C
BDCQ.SED2RJT,2014.03,,Y,C
BDCQ.SED2RJT,2014.06,,Y,C
BDCQ.SED2RJT,2014.09,,Y,C
BDCQ.SED2RJT,2014.12,,Y,C
BDCQ.SED2RJT,2015.03,,Y,C
BDCQ.SED2RJT,2015.06,,Y,C
BDCQ.SED2RJT,2015.09,,Y,C
BDCQ.SED2RJT,2015.12,,Y,C
BDCQ.SED2RJT,2016.03,,Y,C
BDCQ.SED2RJT,2016.06,,Y,C
BDCQ.SED2RJT,2016.09,,Y,C
BDCQ.SED2RJT,2016.12,,Y,C
BDCQ.SED2RJT,2017.03,,Y,C
BDCQ.SED2RJT,2017.06,,Y,C
BDCQ.SED2RJT,2017.09,,Y,C
BDCQ.SED2RJT,2017.12,,Y,C
BDCQ.SED2RJT,2018.03,,Y,C
BDCQ.SED2RJT,2018.06,,Y,C
BDCQ.SED2RJT,2018.09,,Y,C
BDCQ.SED2RJT,2018.12,,Y,C
BDCQ.SED2RJT,2019.03,,Y,C
BDCQ.SED2RJT,2019.06,,Y,C
BDCQ.SED2RJT,2019.09,,Y,C
BDCQ.SED2RJT,2019.12,,Y,C
BDCQ.SED2RJT,2020.03,,Y,C
BDCQ.SED2RJT,2020.06,,Y,C
BDCQ.SED2RJT,2020.09,,Y,C
BDCQ.SED2RJT,2020.12,,Y,C
BDCQ.SED2RKA,2011.06,253.30222,,F
BDCQ.SED2RKA,2011.09,252.883615,,F
BDCQ.SED2RKA,2011.12,263.257341,,F
BDCQ.SED2RKA,2012.03,257.112329,,F
BDCQ.SED2RKA,2012.06,263.555002,,F
BDCQ.SED2RKA,2012.09,261.889791,,F
BDCQ.SED2RKA,2012.12,271.707323,,F
BDCQ.SED2RKA,2013.03,256.835402,,F
BDCQ.SED2RKA,2013.06,270.051863,,F
BDCQ.SED2RKA,2013.09,260.701223,,F
BDCQ.SED2RKA,2013.12,274.238687,,F
BDCQ.SED2RKA,2014.03,254.965814,,F
BDCQ.SED2RKA,2014.06,261.997796,,F
BDCQ.SED2RKA,2014.09,260.908517,,F
